CODICE;X_GB;Y_GB;X_WGS84;Y_WGS84;anno;ferro
PO0180150U0003;1511399;5009868;511372;5009849;2013;404
PO0180150U0003;1511399;5009868;511372;5009849;2013;461
PO0180180U0001;1492965;5009370;492938;5009351;2013;85
PO0180180U0001;1492965;5009370;492938;5009351;2013;66
PO0180190U0001;1517196;5012726;517169;5012707;2013;145
PO0180190U0001;1517196;5012726;517169;5012707;2013;200
PO018032NR0001;1508594;4988343;508567;4988324;2013;2182
PO018032NR0001;1508594;4988343;508567;4988324;2013;1079
PO018035NU0001;1484807;5023812;484780;5023793;2013;198
PO0180450U0001;1482368;5004830;482341;5004811;2013;799
PO0180450U0001;1482368;5004830;482341;5004811;2013;756
PO0180460U0005;1510077;5011179;510050;5011160;2013;58
PO0180460U0005;1510077;5011179;510050;5011160;2013;66
PO0180470U0001;1501315;4989892;501288;4989873;2013;5105
PO0180480U0004;1539670;5000573;539643;5000554;2013;1029
PO0180480U0004;1539670;5000573;539643;5000554;2013;1021
PO0180500U0002;1480201;5017506;480174;5017487;2013;597
PO0180600U0001;1520726;5007038;520699;5007019;2013;946
PO0180600U0001;1520726;5007038;520699;5007019;2013;350
PO0180610U0001;1495743;5000356;495716;5000337;2013;2963
PO0180610U0001;1495743;5000356;495716;5000337;2013;2389
PO018065NRG001;1476436;4987921;476409;4987902;2013;2712
PO018065NRG001;1476436;4987921;476409;4987902;2013;1044
PO018068NRP001;1492884;5011602;492857;5011583;2013;464
PO018068NRP001;1492884;5011602;492857;5011583;2013;2712
PO0180690U0001;1494586;5003850;494559;5003831;2013;71
PO0180690U0001;1494586;5003850;494559;5003831;2013;74
PO0180720U0002;1511194;5014404;511167;5014385;2013;60
PO0180720U0002;1511194;5014404;511167;5014385;2013;166
PO0180880U0001;1479576;4993826;479549;4993807;2013;112
PO0180880U0003;1479557;4993844;479530;4993825;2013;215
PO0180880U0003;1479557;4993844;479530;4993825;2013;242
PO0180930U0006;1535401;5001695;535374;5001676;2013;1040
PO0180930U0006;1535401;5001695;535374;5001676;2013;478
PO0181020U0007;1479147;5010498;479120;5010479;2013;59
PO0181020U0007;1479147;5010498;479120;5010479;2013;102
PO0181070U0001;1463510;5016640;463483;5016621;2013;51
PO0181100U0014;1512384;5005209;512357;5005190;2013;128
PO0181100U0014;1512384;5005209;512357;5005190;2013;137
PO0181140U0002;1534773;4995264;534746;4995245;2013;311
PO0181140U0002;1534773;4995264;534746;4995245;2013;295
PO0181150U0006;1512407;4989947;512380;4989928;2013;2060
PO0181150U0006;1512407;4989947;512380;4989928;2013;1894
PO0181220U0001;1501755;4974277;501728;4974258;2013;121
PO0181230U0005;1468153;5014720;468126;5014701;2013;65
PO0181230U0005;1468153;5014720;468126;5014701;2013;76
PO0181370U0005;1510832;5000277;510805;5000258;2013;122
PO0181410U0001;1517810;5008384;517783;5008365;2013;379
PO0181410U0001;1517810;5008384;517783;5008365;2013;450
PO0181500U0002;1515661;5017905;515634;5017886;2013;159
PO0181500U0002;1515661;5017905;515634;5017886;2013;169
PO0181510U0002;1507083;4998171;507056;4998152;2013;87
PO0181550U0001;1505683;4980511;505656;4980492;2013;1763
PO0181570U0001;1525148;5009827;525121;5009808;2013;119
PO0181570U0001;1525148;5009827;525121;5009808;2013;116
PO0181640U0001;1489632;5006068;489605;5006049;2013;332
PO0181640U0001;1489632;5006068;489605;5006049;2013;318
PO018164NR0001;1487640;5004425;487613;5004406;2013;2000
PO018164NR0001;1487640;5004425;487613;5004406;2013;1715
PO0181710U0004;1516257;4962818;516230;4962799;2013;76
PO0181770U0009;1487872;5016716;487845;5016697;2013;218
PO0181770U0020;1488880;5017041;488853;5017022;2013;159
PO0181770U0020;1488880;5017041;488853;5017022;2013;135
PO0181790U0004;1503204;5001951;503177;5001932;2013;187
PO0181790U0004;1503204;5001951;503177;5001932;2013;253
PO0181820U0007;1501045;4981950;501018;4981931;2013;62
PO0190030U0035;1569253;5010523;569225;5010503;2013;113
PO019003NRA001;1568827;5010014;568799;5009994;2013;70
PO019003NRA001;1568827;5010014;568799;5009994;2013;391
PO0190210U0218;1613733;4981147;613704;4981128;2013;60
PO0190210U0218;1613733;4981147;613704;4981128;2013;219
PO019021NRA001;1612303;4981188;612274;4981169;2013;361
PO019021NRA001;1612303;4981188;612274;4981169;2013;324
PO019027NRA001;1574426;5015792;574398;5015772;2013;224
PO019031NU0313;1600199;4993255;600171;4993235;2013;37
PO019031NU0313;1600199;4993255;600171;4993235;2013;64
PO019033NRA001;1586592;5006566;586564;5006546;2013;45
PO0190340U0001;1551368;5017127;551341;5017107;2013;43
PO019035NRA001;1552672;5022953;552645;5022933;2013;39
PO0190360UA005;1583351;4998719;583323;4998699;2013;61
PO0190360UA005;1583351;4998719;583323;4998699;2013;123
PO019036NUA001;1583006;4998561;582978;4998541;2013;52
PO019040NRA001;1597866;4994960;597838;4994940;2013;100
PO019040NRA001;1597866;4994960;597838;4994940;2013;2800
PO019047NRA001;1568930;5021713;568902;5021693;2013;634
PO019049NRA001;1556176;5011339;556148;5011319;2013;86
PO019049NRA001;1556176;5011339;556148;5011319;2013;13
PO019051NRA001;1568904;5004763;568876;5004743;2013;282
PO019051NRA001;1568904;5004763;568876;5004743;2013;460
PO0190560U0563;1587461;4998738;587433;4998718;2013;673
PO0190560U0563;1587461;4998738;587433;4998718;2013;434
PO019058NUA001;1545004;5024222;544977;5024202;2013;16
PO019058NUA001;1545004;5024222;544977;5024202;2013;13
PO019065NRA001;1574466;5010608;574438;5010588;2013;103
PO019065NRA001;1574466;5010608;574438;5010588;2013;1015
PO0190660U0002;1546163;5026783;546136;5026763;2013;32
PO019067NRA003;1542023;5030390;541996;5030370;2013;1137
PO019067NRA003;1542023;5030390;541996;5030370;2013;3200
PO0190690U0694;1593523;5005177;593495;5005157;2013;719
PO0190690U0694;1593523;5005177;593495;5005157;2013;962
PO019070NRA001;1599806;5003171;599778;5003151;2013;33
PO019070NRA001;1599806;5003171;599778;5003151;2013;2800
PO0190710U0713;1607831;4998408;607802;4998388;2013;73
PO0190710U0713;1607831;4998408;607802;4998388;2013;135
PO019071NRA001;1611031;4998762;611002;4998742;2013;42
PO019077NRA001;1579867;5008365;579839;5008345;2013;60
PO019077NU0771;1582830;5005665;582802;5005645;2013;53
PO019077NU0771;1582830;5005665;582802;5005645;2013;83
PO019080NU0802;1557143;5016726;557115;5016706;2013;65
PO019084NRA002;1540446;5033610;540419;5033590;2013;684
PO0190860U0865;1561478;5025592;561450;5025572;2013;26
PO0190890U0892;1592742;4990494;592714;4990474;2013;161
PO0190890U0892;1592742;4990494;592714;4990474;2013;240
PO019091NRA001;1602982;4991142;602954;4991122;2013;73
PO019091NRA001;1602982;4991142;602954;4991122;2013;2100
PO019098NRA001;1568327;5016245;568299;5016225;2013;874
PO0191010U1012;1619297;4990669;619268;4990649;2013;32
PO0191010U1012;1619297;4990669;619268;4990649;2013;202
PO019102NRA006;1537284;5027596;537257;5027576;2013;621
PO019102NRA006;1537284;5027596;537257;5027576;2013;16
PO019103NRA001;1583764;4989711;583736;4989691;2013;153
PO019103NRA001;1583764;4989711;583736;4989691;2013;16000
PO0191080U0001;1601967;4985932;601939;4985912;2013;64
PO0191080U0001;1601967;4985932;601939;4985912;2013;275
PO019110NRA001;1564950;5019524;564922;5019504;2013;29
PO020001NU0001;1613602;5003099;613574;5003079;2013;667
PO0200020R0002;1614140;5011190;614112;5011170;2013;502
PO0200020U0004;1610968;5008882;610940;5008862;2013;143
PO0200030R0001;1645576;4995414;645547;4995394;2013;395
PO0200030R0003;1647480;4992175;647451;4992155;2013;109
PO0200030R0003;1647480;4992175;647451;4992155;2013;10
PO0200040R0012;1650960;5005687;650931;5005667;2013;17
PO0200050U0001;1637385;4990375;637356;4990355;2013;905
PO0200050U0001;1637385;4990375;637356;4990355;2013;14
PO0200090U0037;1675453;4989277;675423;4989257;2013;1271
PO020010NR0001;1611012;5013468;610984;5013448;2013;86
PO0200130R0001;1648334;5007880;648305;5007860;2013;128
PO0200130R0001;1648334;5007880;648305;5007860;2013;22
PO0200150R0001;1612194;5017637;612166;5017617;2013;216
PO0200160R0031;1629735;5000783;629706;5000763;2013;63
PO0200160R0031;1629735;5000783;629706;5000763;2013;75
PO0200170R0001;1615395;5028487;615368;5028467;2013;160
PO0200190R0001;1621567;5011263;621538;5011243;2013;81
PO0200210R0046;1639114;4998676;639085;4998656;2013;250
PO0200210R0046;1639114;4998676;639085;4998656;2013;37
PO0200240R0001;1624059;5006866;624030;5006846;2013;687
PO0200240R0002;1624380;5006500;624351;5006480;2013;722
PO0200260R0001;1631563;5012419;631534;5012399;2013;58.7
PO0200260R0002;1624611;5011254;624582;5011234;2013;120
PO0200260R0004;1629207;5009848;629178;5009828;2013;2589
PO0200270R0053;1646282;4978469;646253;4978449;2013;26
PO0200280R0055;1622469;5020776;622441;5020756;2013;520
PO0200280R0057;1623977;5020060;623948;5020040;2013;20
PO0200290R0001;1667903;4985313;667873;4985293;2013;281
PO020030NU0002;1637331;5000823;637302;5000803;2013;14555
PO020030NU0003;1639344;5000260;639315;5000240;2013;181
PO020030NU0003;1639344;5000260;639315;5000240;2013;10
PO0200310R0063;1623059;4997939;623030;4997919;2013;763
PO0200310R0063;1623059;4997939;623030;4997919;2013;892
PO020032NR0001;1616398;5003336;616370;5003316;2013;3452
PO0200330R0002;1639094;5008536;639065;5008516;2013;873
PO0200330R0002;1639094;5008536;639065;5008516;2013;15
PO0200330R0003;1639055;5008634;639026;5008614;2013;141
PO0200330U0001;1637302;5007316;637273;5007296;2013;328
PO0200370R0001;1634710;4988311;634681;4988291;2013;223
PO0200380R0076;1667786;4994123;667756;4994103;2013;2652
PO0200390R0002;1645318;4983844;645289;4983824;2013;549
PO0200400R0001;1664204;4988439;664174;4988419;2013;3231
PO0200400R0001;1664204;4988439;664174;4988419;2013;10
PO0200420R0001;1669005;4982270;668975;4982250;2013;49
PO0200420R0001;1669005;4982270;668975;4982250;2013;37
PO0200450R0001;1641311;5006839;641282;5006819;2013;193
PO0200460U0081;1660742;4988855;660712;4988835;2013;260
PO0200480U0084;1618676;5003500;618647;5003480;2013;93
PO0200480U0084;1618676;5003500;618647;5003480;2013;20
PO0200490R0085;1667680;4989800;667650;4989780;2013;1716
PO020050NU0002;1613422;4991346;613393;4991326;2013;52
PO0200510R0001;1631128;5005164;631099;5005144;2013;142
PO0200520U0001;1653458;4999211;653428;4999191;2013;26.84
PO0200520U0001;1653458;4999211;653428;4999191;2013;43
PO0200530R0089;1641735;5013604;641706;5013584;2013;124
PO0200540R0001;1619450;4984070;619421;4984050;2013;9268
PO0200550R0002;1647354;4989921;647325;4989901;2013;5777
PO0200550R0005;1646296;4990219;646267;4990199;2013;32
PO0200560U0094;1660539;4981803;660509;4981783;2013;9176
PO0200570R0001;1645227;5002860;645198;5002840;2013;1307
PO0200570R0001;1645227;5002860;645198;5002840;2013;504
PO0200590R0097;1619005;4994138;618976;4994118;2013;142
PO0200590R0097;1619005;4994138;618976;4994118;2013;126
PO020060NR0001;1664396;4983304;664366;4983284;2013;733
PO020061NR0001;1677827;4988216;677797;4988196;2013;268
PO0200630R0001;1620970;5026230;620942;5026210;2013;26
PO0200650R0001;1635950;4986070;635921;4986050;2013;9268
PO020065NU0003;1635933;4983735;635904;4983715;2013;726
PO020065NU0003;1635933;4983735;635904;4983715;2013;20
PO0200660R0002;1621460;4980586;621431;4980566;2013;806
PO0200660R0002;1621460;4980586;621431;4980566;2013;50
PO0200660R0003;1619629;4976840;619600;4976821;2013;360
PO0200660R0003;1619629;4976840;619600;4976821;2013;24
PO020066NU0004;1630250;4984869;630221;4984849;2013;5749
PO020066NU0004;1630250;4984869;630221;4984849;2013;10
PO0200680R0001;1660103;5000527;660073;5000507;2013;83
PO0200690R0001;1644183;4998842;644154;4998822;2013;112
PO0970130U0002;1532917;5072564;532890;5072544;2013;21.3
PO0970130U0002;1532917;5072564;532890;5072544;2013;76.8
PO0970200U0003;1530517;5059509;530490;5059489;2013;35.8
PO0970480U0001;1531016;5061299;530989;5061279;2013;125
PO0970610U0001;1530578;5058762;530551;5058742;2013;41.3
PO0970610U0001;1530578;5058762;530551;5058742;2013;576
PO0970610U0011;1530797;5057843;530770;5057823;2013;59.1
PO0970860U0001;1532609;5072989;532582;5072969;2013;344
PO0970860U0001;1532609;5072989;532582;5072969;2013;85.8
PO0970880U0001;1533927;5057534;533900;5057514;2013;28.1
PO0980020U0002;1552855;5009272;552828;5009252;2013;300
PO098004NR0044;1537721;5005153;537694;5005133;2013;58.3
PO098006NR0030;1544838;5007947;544811;5007927;2013;406
PO098006NR0030;1544838;5007947;544811;5007927;2013;269
PO098012NR0011;1528191;5011983;528164;5011963;2013;111
PO0980130U0001;1568198;4995451;568170;4995432;2013;419
PO0980140U0003;1554290;5006891;554262;5006871;2013;31.1
PO098014NR0011;1556180;5007132;556152;5007112;2013;49
PO098017NR0063;1544796;5014696;544769;5014676;2013;115
PO098017NR0063;1544796;5014696;544769;5014676;2013;2520
PO0980180U0001;1533300;5024638;533273;5024618;2013;27.3
PO0980190U0008;1555214;5001655;555186;5001635;2013;677
PO098019NR0307;1555645;4999655;555617;4999635;2013;25.4
PO0980200U0001;1536535;5032134;536508;5032114;2013;186
PO0980260U0002;1554311;4998898;554283;4998878;2013;21.7
PO0980260U0002;1554311;4998898;554283;4998878;2013;77.4
PO098028NR0021;1535560;5007448;535533;5007428;2013;36.9
PO0980310U0336;1539113;5017563;539086;5017543;2013;20.4
PO098042NR0008;1543632;5001895;543605;5001875;2013;23
PO098042NR0008;1543632;5001895;543605;5001875;2013;27
PO0980460U0004;1530133;5015579;530106;5015559;2013;161
PO098050NR0053;1532605;5008576;532578;5008556;2013;2980
PO098050NR0053;1532605;5008576;532578;5008556;2013;250
PO0980530U0003;1546643;4999930;546615;4999911;2013;440
PO098056NR0115;1531450;5021580;531423;5021560;2013;63.4
PO0980610U0001;1533979;5028725;533952;5028705;2013;22.3
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0142;1522648;5051403;522621;5051383;2013;13
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO108033NR0205;1524467;5046736;524440;5046716;2013;22
PO1080440U0002;1527664;5056743;527637;5056723;2013;23.4
PO1080440U0002;1527664;5056743;527637;5056723;2013;20.3
