CODICE;X_GB;Y_GB;X_WGS84;Y_WGS84;anno;ferro
PO0171520UC566;1595998;5013710;595970;5013690;2012;504
PO0171590UC568;1578883;5018959;578855;5018939;2012;122
PO0171590UC568;1578883;5018959;578855;5018939;2012;155
PO0171600UC567;1607575;5014604;607547;5014584;2012;3074
PO0171740R0001;1594030;5055738;594002;5055717;2012;153
PO0171960U0035;1582350;5019890;582322;5019870;2012;166
PO0171960U0035;1582350;5019890;582322;5019870;2012;248
PO0172000UC574;1572855;5023074;572827;5023054;2012;516
PO0172000UC574;1572855;5023074;572827;5023054;2012;730
PO018003NR0005;1477825;5014790;477798;5014771;2012;66
PO018003NR0005;1477825;5014790;477798;5014771;2012;179
PO0180130U0005;1523791;5000857;523764;5000838;2012;650
PO0180130U0005;1523791;5000857;523764;5000838;2012;944
PO0180140U0001;1502467;5011823;502440;5011804;2012;69
PO0180140U0001;1502467;5011823;502440;5011804;2012;101
PO0180150U0003;1511399;5009868;511372;5009849;2012;352
PO0180150U0003;1511399;5009868;511372;5009849;2012;370
PO0180180U0001;1492965;5009370;492938;5009351;2012;62
PO0180180U0001;1492965;5009370;492938;5009351;2012;81
PO0180190U0001;1517196;5012726;517169;5012707;2012;104
PO0180190U0001;1517196;5012726;517169;5012707;2012;108
PO0180270U0001;1468405;5003193;468378;5003174;2012;56
PO018032NR0001;1508594;4988343;508567;4988324;2012;1241
PO018032NR0001;1508594;4988343;508567;4988324;2012;1343
PO0180330U0002;1494044;4982987;494017;4982968;2012;1690
PO018035NU0001;1484807;5023812;484780;5023793;2012;56
PO018035NU0001;1484807;5023812;484780;5023793;2012;198
PO0180450U0001;1482368;5004830;482341;5004811;2012;607
PO0180450U0001;1482368;5004830;482341;5004811;2012;735
PO0180470U0001;1501315;4989892;501288;4989873;2012;2836
PO0180470U0001;1501315;4989892;501288;4989873;2012;4629
PO0180480U0002;1539583;5000471;539556;5000452;2012;359
PO0180480U0002;1539583;5000471;539556;5000452;2012;419
PO0180500U0002;1480201;5017506;480174;5017487;2012;170
PO0180500U0002;1480201;5017506;480174;5017487;2012;1139
PO0180600U0001;1520726;5007038;520699;5007019;2012;280
PO0180600U0001;1520726;5007038;520699;5007019;2012;616
PO0180610U0001;1495743;5000356;495716;5000337;2012;3205
PO0180610U0001;1495743;5000356;495716;5000337;2012;4110
PO018062NRD002;1489220;4993828;489193;4993809;2012;600
PO018065NRG001;1476436;4987921;476409;4987902;2012;331
PO018065NRG001;1476436;4987921;476409;4987902;2012;400
PO018068NRP001;1492884;5011602;492857;5011583;2012;756
PO018068NRP001;1492884;5011602;492857;5011583;2012;2439
PO0180690U0001;1494586;5003850;494559;5003831;2012;67
PO0180690U0001;1494586;5003850;494559;5003831;2012;68
PO0180720U0002;1511194;5014404;511167;5014385;2012;50
PO0180880U0003;1479557;4993844;479530;4993825;2012;264
PO0180880U0003;1479557;4993844;479530;4993825;2012;363
PO0180930U0006;1535401;5001695;535374;5001676;2012;64
PO0180930U0006;1535401;5001695;535374;5001676;2012;159
PO0181020U0007;1479147;5010498;479120;5010479;2012;56
PO0181020U0007;1479147;5010498;479120;5010479;2012;72
PO0181100U0014;1512384;5005209;512357;5005190;2012;134
PO0181100U0014;1512384;5005209;512357;5005190;2012;205
PO0181140U0002;1534773;4995264;534746;4995245;2012;260
PO0181140U0002;1534773;4995264;534746;4995245;2012;343
PO0181150U0006;1512407;4989947;512380;4989928;2012;1603
PO0181150U0006;1512407;4989947;512380;4989928;2012;1949
PO0181370U0005;1510832;5000277;510805;5000258;2012;176
PO018139NU0003;1531102;5000692;531075;5000673;2012;4932
PO018139NU0003;1531102;5000692;531075;5000673;2012;6580
PO0181410U0001;1517810;5008384;517783;5008365;2012;314
PO0181410U0001;1517810;5008384;517783;5008365;2012;336
PO0181500U0002;1515661;5017905;515634;5017886;2012;89
PO0181500U0002;1515661;5017905;515634;5017886;2012;91
PO0181550U0001;1505683;4980511;505656;4980492;2012;197
PO0181550U0001;1505683;4980511;505656;4980492;2012;517
PO0181570U0001;1525148;5009827;525121;5009808;2012;96
PO0181570U0001;1525148;5009827;525121;5009808;2012;99
PO0181640U0001;1489632;5006068;489605;5006049;2012;246
PO0181640U0001;1489632;5006068;489605;5006049;2012;347
PO018164NR0001;1487640;5004425;487613;5004406;2012;350
PO018164NR0001;1487640;5004425;487613;5004406;2012;498
PO0181710U0004;1516257;4962818;516230;4962799;2012;600
PO0181770U0020;1488880;5017041;488853;5017022;2012;208
PO0181770U0020;1488880;5017041;488853;5017022;2012;259
PO0181790U0004;1503204;5001951;503177;5001932;2012;148
PO0190030U0035;1569253;5010523;569225;5010503;2012;3511
PO0190030U0035;1569253;5010523;569225;5010503;2012;3610
PO019003NRA001;1568827;5010014;568799;5009994;2012;704
PO019003NRA001;1568827;5010014;568799;5009994;2012;1372
PO0190210U0218;1613733;4981147;613704;4981128;2012;243
PO0190210U0218;1613733;4981147;613704;4981128;2012;253
PO019021NRA001;1612303;4981188;612274;4981169;2012;204
PO019021NRA001;1612303;4981188;612274;4981169;2012;502
PO019027NRA001;1574426;5015792;574398;5015772;2012;45
PO019027NRA001;1574426;5015792;574398;5015772;2012;230
PO019031NU0313;1600199;4993255;600171;4993235;2012;64
PO019031NU0313;1600199;4993255;600171;4993235;2012;79
PO019033NRA001;1586592;5006566;586564;5006546;2012;6
PO019033NRA001;1586592;5006566;586564;5006546;2012;279
PO0190340U0001;1551368;5017127;551341;5017107;2012;48
PO0190340U0001;1551368;5017127;551341;5017107;2012;1465
PO0190350UA005;1553178;5025240;553150;5025220;2012;348
PO0190350UA005;1553178;5025240;553150;5025220;2012;417
PO019035NRA001;1552672;5022953;552645;5022933;2012;5
PO019035NRA001;1552672;5022953;552645;5022933;2012;180
PO0190360UA005;1583351;4998719;583323;4998699;2012;53
PO0190360UA005;1583351;4998719;583323;4998699;2012;64
PO019036NUA001;1583006;4998561;582978;4998541;2012;31
PO019036NUA001;1583006;4998561;582978;4998541;2012;61
PO019040NRA001;1597866;4994960;597838;4994940;2012;3467
PO019040NRA001;1597866;4994960;597838;4994940;2012;4381
PO019047NRA001;1568930;5021713;568902;5021693;2012;191
PO019047NRA001;1568930;5021713;568902;5021693;2012;454
PO019049NRA001;1556176;5011339;556148;5011319;2012;2638
PO019049NRA001;1556176;5011339;556148;5011319;2012;2799
PO019051NRA001;1568904;5004763;568876;5004743;2012;858
PO019051NRA001;1568904;5004763;568876;5004743;2012;924
PO0190560U0563;1587461;4998738;587433;4998718;2012;323
PO0190560U0563;1587461;4998738;587433;4998718;2012;410
PO019058NUA001;1545004;5024222;544977;5024202;2012;33
PO019058NUA001;1545004;5024222;544977;5024202;2012;121
PO019065NRA001;1574466;5010608;574438;5010588;2012;1057
PO019065NRA001;1574466;5010608;574438;5010588;2012;1743
PO0190660U0002;1546163;5026783;546136;5026763;2012;38
PO0190660U0002;1546163;5026783;546136;5026763;2012;38
PO019067NRA003;1542023;5030390;541996;5030370;2012;607
PO019067NRA003;1542023;5030390;541996;5030370;2012;2832
PO0190690U0694;1593523;5005177;593495;5005157;2012;830
PO0190690U0694;1593523;5005177;593495;5005157;2012;941
PO019070NRA001;1599806;5003171;599778;5003151;2012;2498
PO019070NRA001;1599806;5003171;599778;5003151;2012;3114
PO0190710U0713;1607831;4998408;607802;4998388;2012;109
PO0190710U0713;1607831;4998408;607802;4998388;2012;114
PO019071NRA001;1611031;4998762;611002;4998742;2012;5439
PO019071NRA001;1611031;4998762;611002;4998742;2012;5566
PO019077NRA001;1579867;5008365;579839;5008345;2012;10
PO019077NRA001;1579867;5008365;579839;5008345;2012;17
PO019077NU0771;1582830;5005665;582802;5005645;2012;53
PO019077NU0771;1582830;5005665;582802;5005645;2012;76
PO0190790U0001;1557448;5029250;557421;5029230;2012;32
PO0190790U0001;1557448;5029250;557421;5029230;2012;201
PO019080NU0802;1557143;5016726;557115;5016706;2012;55
PO019080NU0802;1557143;5016726;557115;5016706;2012;80
PO019084NRA002;1540446;5033610;540419;5033590;2012;12
PO019084NRA002;1540446;5033610;540419;5033590;2012;147
PO0190860U0865;1561478;5025592;561450;5025572;2012;43
PO0190860U0865;1561478;5025592;561450;5025572;2012;55
PO0190890U0892;1592742;4990494;592714;4990474;2012;164
PO0190890U0892;1592742;4990494;592714;4990474;2012;179
PO019091NRA001;1602982;4991142;602954;4991122;2012;5140
PO019091NRA001;1602982;4991142;602954;4991122;2012;5387
PO019094NU0944;1554749;5030589;554722;5030569;2012;1
PO019094NU0944;1554749;5030589;554722;5030569;2012;6
PO0190970U0002;1566820;5029261;566792;5029241;2012;2
PO0190970U0002;1566820;5029261;566792;5029241;2012;7
PO019098NRA001;1568327;5016245;568299;5016225;2012;756
PO019098NRA001;1568327;5016245;568299;5016225;2012;868
PO0191010U1012;1619297;4990669;619268;4990649;2012;115
PO0191010U1012;1619297;4990669;619268;4990649;2012;133
PO0191020UA002;1538859;5027497;538832;5027477;2012;34
PO0191020UA002;1538859;5027497;538832;5027477;2012;35
PO019102NRA006;1537284;5027596;537257;5027576;2012;55
PO019102NRA006;1537284;5027596;537257;5027576;2012;279
PO019103NRA001;1583764;4989711;583736;4989691;2012;15613
PO019103NRA001;1583764;4989711;583736;4989691;2012;16072
PO0191080U0001;1601967;4985932;601939;4985912;2012;822
PO0191080U0001;1601967;4985932;601939;4985912;2012;864
PO019110NRA001;1564950;5019524;564922;5019504;2012;10
PO019110NRA001;1564950;5019524;564922;5019504;2012;204
PO019112NU1123;1547459;5034881;547432;5034861;2012;2
PO020001NU0001;1613602;5003099;613574;5003079;2012;242
PO020001NU0001;1613602;5003099;613574;5003079;2012;846
PO0200020R0002;1614140;5011190;614112;5011170;2012;33
PO0200020R0002;1614140;5011190;614112;5011170;2012;709
PO0200020U0004;1610968;5008882;610940;5008862;2012;36
PO0200020U0004;1610968;5008882;610940;5008862;2012;168
PO0200030R0001;1645576;4995414;645547;4995394;2012;358
PO0200030R0001;1645576;4995414;645547;4995394;2012;429
PO0200030R0003;1647480;4992175;647451;4992155;2012;124
PO0200030R0003;1647480;4992175;647451;4992155;2012;127
PO0200040R0012;1650960;5005687;650931;5005667;2012;26
PO0200040R0012;1650960;5005687;650931;5005667;2012;183
PO0200050U0001;1637385;4990375;637356;4990355;2012;1193
PO0200050U0001;1637385;4990375;637356;4990355;2012;1333
PO0200090U0037;1675453;4989277;675423;4989257;2012;1043
PO0200090U0037;1675453;4989277;675423;4989257;2012;1596
PO020010NR0001;1611012;5013468;610984;5013448;2012;29
PO020010NR0001;1611012;5013468;610984;5013448;2012;410
PO0200130R0001;1648334;5007880;648305;5007860;2012;115
PO0200130R0001;1648334;5007880;648305;5007860;2012;137
PO0200150R0001;1612194;5017637;612166;5017617;2012;187
PO0200150R0001;1612194;5017637;612166;5017617;2012;555
PO0200160R0031;1629735;5000783;629706;5000763;2012;71
PO0200160R0031;1629735;5000783;629706;5000763;2012;84
PO0200170R0001;1615395;5028487;615368;5028467;2012;37
PO0200170R0001;1615395;5028487;615368;5028467;2012;69
PO0200180R0037;1625500;5020470;625471;5020450;2012;17
PO0200190R0001;1621567;5011263;621538;5011243;2012;243
PO0200190R0001;1621567;5011263;621538;5011243;2012;330
PO0200210R0046;1639114;4998676;639085;4998656;2012;322
PO0200210R0046;1639114;4998676;639085;4998656;2012;453
PO0200240R0001;1624059;5006866;624030;5006846;2012;2769
PO0200240R0001;1624059;5006866;624030;5006846;2012;5274
PO0200240R0002;1624380;5006500;624351;5006480;2012;806
PO0200240R0002;1624380;5006500;624351;5006480;2012;969
PO0200260R0001;1631563;5012419;631534;5012399;2012;641
PO0200260R0001;1631563;5012419;631534;5012399;2012;863
PO0200260R0002;1624611;5011254;624582;5011234;2012;325
PO0200260R0002;1624611;5011254;624582;5011234;2012;422
PO0200260R0004;1629207;5009848;629178;5009828;2012;1079
PO0200260R0004;1629207;5009848;629178;5009828;2012;1220
PO0200270R0053;1646282;4978469;646253;4978449;2012;10
PO0200270U0001;1638954;4980261;638925;4980241;2012;1457
PO0200280R0055;1622469;5020776;622441;5020756;2012;189
PO0200280R0055;1622469;5020776;622441;5020756;2012;6047
PO0200280R0056;1624093;5020113;624064;5020093;2012;17
PO0200280R0056;1624093;5020113;624064;5020093;2012;18
PO0200280R0057;1623977;5020060;623948;5020040;2012;6
PO0200280R0057;1623977;5020060;623948;5020040;2012;23
PO0200290R0001;1667903;4985313;667873;4985293;2012;198
PO0200290R0001;1667903;4985313;667873;4985293;2012;2262
PO020030NU0002;1637331;5000823;637302;5000803;2012;1509
PO020030NU0002;1637331;5000823;637302;5000803;2012;1869
PO020030NU0003;1639344;5000260;639315;5000240;2012;145
PO020030NU0003;1639344;5000260;639315;5000240;2012;203
PO0200310R0063;1623059;4997939;623030;4997919;2012;1022
PO0200310R0063;1623059;4997939;623030;4997919;2012;1055
PO020032NR0001;1616398;5003336;616370;5003316;2012;3739
PO020032NR0001;1616398;5003336;616370;5003316;2012;3927
PO0200330R0002;1639094;5008536;639065;5008516;2012;715
PO0200330R0002;1639094;5008536;639065;5008516;2012;1227
PO0200330R0003;1639055;5008634;639026;5008614;2012;144
PO0200330R0003;1639055;5008634;639026;5008614;2012;161
PO0200330U0001;1637302;5007316;637273;5007296;2012;388
PO0200330U0001;1637302;5007316;637273;5007296;2012;574
PO0200340R0001;1618552;5022295;618524;5022275;2012;31
PO0200360R0070;1631829;5023931;631800;5023911;2012;33
PO0200360R0070;1631829;5023931;631800;5023911;2012;220
PO0200380R0076;1667786;4994123;667756;4994103;2012;818
PO0200380R0076;1667786;4994123;667756;4994103;2012;1056
PO0200390R0002;1645318;4983844;645289;4983824;2012;88
PO0200390R0002;1645318;4983844;645289;4983824;2012;510
PO0200400R0001;1664204;4988439;664174;4988419;2012;3137
PO0200400R0001;1664204;4988439;664174;4988419;2012;8165
PO0200420R0001;1669005;4982270;668975;4982250;2012;50
PO0200420R0001;1669005;4982270;668975;4982250;2012;8190
PO0200450R0001;1641311;5006839;641282;5006819;2012;550
PO0200450R0001;1641311;5006839;641282;5006819;2012;1182
PO0200450U0002;1635052;5006472;635023;5006452;2012;302
PO0200450U0002;1635052;5006472;635023;5006452;2012;337
PO0200460U0081;1660742;4988855;660712;4988835;2012;103
PO0200460U0081;1660742;4988855;660712;4988835;2012;308
PO0200470R0001;1658417;4988381;658387;4988361;2012;10
PO0200470R0001;1658417;4988381;658387;4988361;2012;51
PO0200480U0084;1618676;5003500;618647;5003480;2012;56
PO0200480U0084;1618676;5003500;618647;5003480;2012;110
PO0200490R0085;1667680;4989800;667650;4989780;2012;1749
PO0200490R0085;1667680;4989800;667650;4989780;2012;2265
PO020050NU0002;1613422;4991346;613393;4991326;2012;62
PO020050NU0002;1613422;4991346;613393;4991326;2012;64
PO0200510R0001;1631128;5005164;631099;5005144;2012;121
PO0200510R0001;1631128;5005164;631099;5005144;2012;234
PO0200520U0001;1653458;4999211;653428;4999191;2012;2819
PO0200520U0001;1653458;4999211;653428;4999191;2012;2900
PO0200530R0089;1641735;5013604;641706;5013584;2012;124
PO0200530R0089;1641735;5013604;641706;5013584;2012;326
PO0200540R0001;1619450;4984070;619421;4984050;2012;13
PO0200540R0001;1619450;4984070;619421;4984050;2012;206
PO0200550R0002;1647354;4989921;647325;4989901;2012;8950
PO0200550R0002;1647354;4989921;647325;4989901;2012;11604
PO0200550U0093;1646122;4989637;646093;4989617;2012;1720
PO0200550U0093;1646122;4989637;646093;4989617;2012;1871
PO0200560U0094;1660539;4981803;660509;4981783;2012;4511
PO0200560U0094;1660539;4981803;660509;4981783;2012;10955
PO0200570R0001;1645227;5002860;645198;5002840;2012;1253
PO0200570R0001;1645227;5002860;645198;5002840;2012;1638
PO0200590R0097;1619005;4994138;618976;4994118;2012;112
PO0200590R0097;1619005;4994138;618976;4994118;2012;113
PO020060NR0001;1664396;4983304;664366;4983284;2012;2161
PO020060NR0001;1664396;4983304;664366;4983284;2012;3545
PO020061NR0001;1677827;4988216;677797;4988196;2012;1687
PO020061NR0001;1677827;4988216;677797;4988196;2012;2954
PO0200630R0001;1620970;5026230;620942;5026210;2012;36
PO0200630R0001;1620970;5026230;620942;5026210;2012;59
PO0200650R0001;1635950;4986070;635921;4986050;2012;6703
PO0200650R0001;1635950;4986070;635921;4986050;2012;7091
PO020065NU0003;1635933;4983735;635904;4983715;2012;862
PO020065NU0003;1635933;4983735;635904;4983715;2012;873
PO0200660R0002;1621460;4980586;621431;4980566;2012;1880
PO0200660R0002;1621460;4980586;621431;4980566;2012;3467
PO0200660R0003;1619629;4976840;619600;4976821;2012;420
PO0200660R0003;1619629;4976840;619600;4976821;2012;1303
PO020066NU0004;1630250;4984869;630221;4984849;2012;2903
PO020066NU0004;1630250;4984869;630221;4984849;2012;5872
PO0200680R0001;1660103;5000527;660073;5000507;2012;111
PO0200680R0001;1660103;5000527;660073;5000507;2012;113
PO0200690R0001;1644183;4998842;644154;4998822;2012;114
PO0200690R0001;1644183;4998842;644154;4998822;2012;141
PO0200700R0001;1628692;5019389;628663;5019369;2012;815
PO0200700R0001;1628692;5019389;628663;5019369;2012;908
PO0970120U0002;1533745;5064104;533718;5064084;2012;23
PO0970130U0002;1532917;5072564;532890;5072544;2012;58
PO0970160R0101;1524964;5058591;524937;5058571;2012;30
PO0970160R0101;1524964;5058591;524937;5058571;2012;528
PO0970390U0003;1534923;5062620;534896;5062600;2012;5
PO0970490R0001;1527713;5058692;527686;5058672;2012;8
PO0970490R0001;1527713;5058692;527686;5058672;2012;38
PO0970490U0002;1527327;5059755;527300;5059735;2012;7
PO0970540U0001;1524542;5061415;524515;5061395;2012;292
PO0970610U0001;1530578;5058762;530551;5058742;2012;35
PO0970610U0011;1530797;5057843;530770;5057823;2012;10
PO0970860U0001;1532609;5072989;532582;5072969;2012;152
PO0970860U0001;1532609;5072989;532582;5072969;2012;995
PO0970880R0001;1535435;5056314;535408;5056294;2012;19
PO0970880R0001;1535435;5056314;535408;5056294;2012;89
PO0970900U0001;1526084;5063682;526057;5063663;2012;42
PO0980020U0002;1552855;5009272;552828;5009252;2012;171
PO0980020U0002;1552855;5009272;552828;5009252;2012;297
PO098006NR0030;1544838;5007947;544811;5007927;2012;145
PO098006NR0030;1544838;5007947;544811;5007927;2012;346
PO098012NR0011;1528191;5011983;528164;5011963;2012;20
PO0980130U0001;1568198;4995451;568170;4995432;2012;308
PO0980130U0001;1568198;4995451;568170;4995432;2012;495
PO098017NR0063;1544796;5014696;544769;5014676;2012;2120
PO098017NR0063;1544796;5014696;544769;5014676;2012;28.7
PO0980190U0003;1555222;5001375;555194;5001355;2012;392
PO0980190U0003;1555222;5001375;555194;5001355;2012;754
PO098019NR0307;1555645;4999655;555617;4999635;2012;27.3
PO0980260U0002;1554311;4998898;554283;4998878;2012;399
PO0980260U0002;1554311;4998898;554283;4998878;2012;3160
PO0980310U0014;1539147;5017594;539120;5017574;2012;365
PO0980310U0014;1539147;5017594;539120;5017574;2012;383
PO0980310U0336;1539113;5017563;539086;5017543;2012;132
PO0980310U0336;1539113;5017563;539086;5017543;2012;194
PO098042NR0008;1543632;5001895;543605;5001875;2012;32.5
PO0980460U0004;1530133;5015579;530106;5015559;2012;149
PO0980460U0004;1530133;5015579;530106;5015559;2012;163
PO098050NR0053;1532605;5008576;532578;5008556;2012;117
PO098050NR0053;1532605;5008576;532578;5008556;2012;92.2
PO0980530U0003;1546643;4999930;546615;4999911;2012;139
PO0980530U0003;1546643;4999930;546615;4999911;2012;611
PO012002NU0008;1485028;5065335;485002;5065315;2013;159
PO012002NU0008;1485028;5065335;485002;5065315;2013;15
PO012004NU0001;1489693;5078701;489667;5078681;2013;33
PO012026NU0023;1486480;5052900;486453;5052880;2013;64
PO012026NU2021;1486690;5048428;486663;5048408;2013;162
PO012026NU3021;1486410;5048290;486383;5048270;2013;49
PO012034NU0006;1503390;5049745;503363;5049725;2013;63
PO012034NU0006;1503390;5049745;503363;5049725;2013;13
PO012050NU0004;1497100;5054880;497073;5054860;2013;31
PO012051NU0001;1474306;5082423;474280;5082403;2013;98
PO012067NU0012;1488440;5055840;488413;5055820;2013;12
PO0120700R1085;1483318;5055375;483292;5055355;2013;19
PO0120700R1085;1483318;5055375;483292;5055355;2013;12
PO012072NU0005;1479800;5075410;479774;5075390;2013;34
PO012072NU0005;1479800;5075410;479774;5075390;2013;49
PO0120750R2020;1498270;5052550;498243;5052530;2013;10
PO0120840U0001;1470278;5071530;470252;5071510;2013;19
PO012090NU1009;1477930;5050230;477903;5050210;2013;28
PO012090NU1009;1477930;5050230;477903;5050210;2013;11
PO012090NU2009;1477650;5050147;477623;5050127;2013;14
PO012092NR0021;1480417;5093617;480391;5093597;2013;14
PO012096NU2013;1490263;5070292;490237;5070272;2013;100
PO012096NU2013;1490263;5070292;490237;5070272;2013;32
PO012123NU2007;1472410;5058810;472384;5058790;2013;10
PO012131NU0003;1486700;5082380;486674;5082360;2013;75
PO012132NU0003;1477420;5069260;477394;5069240;2013;558
PO012132NU0003;1477420;5069260;477394;5069240;2013;11
PO0121360U0003;1491470;5064340;491444;5064320;2013;2594
PO0130280U0009;1503977;5061937;503950;5061917;2013;25
PO0130340U0002;1499695;5065959;499668;5065939;2013;25
PO0140260U0001;1536281;5109556;536255;5109535;2013;6
PO0140260U0001;1536281;5109556;536255;5109535;2013;7
PO0140280U0002;1569772;5112310;569745;5112288;2013;13
PO0140570R0020;1530440;5122060;530414;5122039;2013;33
PO0140730U0001;1615583;5140779;615555;5140756;2013;6
PO0150020U0013;1493149;5026784;493122;5026765;2013;72.2
PO0150070R0006;1488910;5043530;488883;5043510;2013;660
PO015012NR0072;1499022;5036506;498995;5036486;2013;1590
PO0150320U0001;1515232;5041880;515205;5041860;2013;226
PO0150360U0002;1508476;5029885;508449;5029865;2013;25.4
PO0150500U0002;1521240;5020699;521213;5020679;2013;13
PO015059NR0135;1539722;5042355;539695;5042335;2013;10
PO015062NR0026;1482274;5043044;482247;5043025;2013;25.4
PO0150970U0003;1502711;5033485;502684;5033465;2013;20
PO0151030U0004;1502677;5027986;502650;5027967;2013;38.5
PO015113NU0030;1491036;5040188;491009;5040168;2013;46.8
PO015130NR0068;1487063;5030705;487036;5030686;2013;24.7
PO0151400R0048;1524530;5022270;524503;5022250;2013;1504
PO0151400R0048;1524530;5022270;524503;5022250;2013;363
PO0151460U0037;1512499;5035710;512472;5035690;2013;17
PO0151460U0200;1514404;5038169;514377;5038149;2013;15
PO0151460U0200;1514404;5038169;514377;5038149;2013;14
PO0151460U0412;1518986;5033774;518959;5033754;2013;21
PO0151460U1645;1514383;5032597;514356;5032577;2013;12
PO0151500U0002;1496644;5022301;496617;5022282;2013;29.4
PO0151510U0002;1499617;5015104;499590;5015085;2013;69.6
PO015154NR0013;1497725;5042642;497698;5042622;2013;63.1
PO0151660U0001;1512878;5046798;512851;5046778;2013;33.4
PO015168NR0012;1497203;5046102;497176;5046082;2013;20.4
PO015170NR0021;1506133;5038908;506106;5038888;2013;287
PO015175NR0150;1526065;5037018;526038;5036998;2013;93
PO015175NR0150;1526065;5037018;526038;5036998;2013;89
PO015182NR0018;1502727;5042389;502700;5042369;2013;28.6
PO0151830R0096;1482035;5041535;482008;5041516;2013;523
PO0151830R0096;1482035;5041535;482008;5041516;2013;24.6
PO015194NR0015;1493421;5046619;493394;5046599;2013;51.3
PO015201NR0013;1496458;5047149;496431;5047129;2013;24.4
PO0152020U0002;1528037;5019057;528010;5019037;2013;19
PO0152040U0003;1497774;5037221;497747;5037201;2013;421
PO015210NR0022;1529749;5030685;529722;5030665;2013;13
PO0152130U0021;1506697;5051424;506670;5051404;2013;21.8
PO015222NR0015;1528210;5028450;528183;5028430;2013;21
PO0152440U0003;1527426;5023603;527399;5023583;2013;12
PO0152490U0002;1482359;5046739;482332;5046719;2013;29.2
PO016042NU0001;1560042;5057541;560015;5057521;2013;66
PO0161150R0118;1555493;5060225;555466;5060205;2013;14
PO0161150R0118;1555493;5060225;555466;5060205;2013;14
PO0161260U0105;1548180;5052045;548153;5052025;2013;31
PO0161260U0105;1548180;5052045;548153;5052025;2013;18
PO0170020RC545;1573729;5052149;573702;5052129;2013;33
PO0170020RC545;1573729;5052149;573702;5052129;2013;27
PO0170020RC545;1573729;5052149;573702;5052129;2013;13
PO0170080UC004;1586806;5037145;586778;5037125;2013;18
PO0170140RC598;1612268;5037181;612240;5037161;2013;11
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170140U0007;1609379;5040721;609351;5040701;2013;12
PO0170290R0009;1594825;5046616;594797;5046596;2013;18
PO0170290UB135;1591245;5041399;591217;5041379;2013;18
PO0170290UC608;1596550;5041390;596522;5041370;2013;47
PO017029NR0001;1591999;5038838;591971;5038818;2013;18
PO017029NU0001;1593209;5043760;593181;5043740;2013;150
PO017029NU0001;1593209;5043760;593181;5043740;2013;29
PO0170340RC481;1603526;5027971;603498;5027951;2013;10
PO0170400RC511;1584432;5046137;584404;5046117;2013;39
PO017061NU0001;1594010;5050750;593982;5050730;2013;22
PO017073NPE013;1602171;5012002;602143;5011982;2013;76
PO017073NPE013;1602171;5012002;602143;5011982;2013;194
PO0170750U0001;1592545;5061028;592517;5061007;2013;11
PO0170860UC579;1604146;5018664;604118;5018644;2013;82
PO0170910UC622;1582051;5037211;582023;5037191;2013;51
PO0170920U0047;1621050;5031077;621022;5031057;2013;92
PO0171130R0021;1606945;5033055;606917;5033035;2013;62
PO0171130R0021;1606945;5033055;606917;5033035;2013;24
PO0171130UC595;1612731;5027735;612703;5027715;2013;16
PO0171170UC024;1598442;5048284;598414;5048264;2013;26
PO0171220UC625;1586697;5025513;586669;5025493;2013;155
PO0171220UC625;1586697;5025513;586669;5025493;2013;814
PO0171250UC630;1572955;5027501;572927;5027481;2013;60
PO0171250UC630;1572955;5027501;572927;5027481;2013;160
PO0171370U0639;1594740;5016437;594712;5016417;2013;83
PO0171370U0639;1594740;5016437;594712;5016417;2013;236
PO0171380UC558;1580094;5025519;580066;5025499;2013;100
PO0171380UC558;1580094;5025519;580066;5025499;2013;457
PO0171430RC548;1587448;5075107;587421;5075086;2013;23
PO0171490UC593;1585705;5014723;585677;5014703;2013;874
PO0171490UC593;1585705;5014723;585677;5014703;2013;844
PO0171500UC557;1567026;5046862;566999;5046842;2013;15
PO0171520UC566;1595998;5013710;595970;5013690;2013;75
PO0171520UC566;1595998;5013710;595970;5013690;2013;574
PO0171590UC568;1578883;5018959;578855;5018939;2013;145
PO0171590UC568;1578883;5018959;578855;5018939;2013;612
PO0171600UC567;1607575;5014604;607547;5014584;2013;40
PO0171630UC032;1586957;5049659;586929;5049639;2013;32
PO0171660UC529;1579399;5046613;579372;5046593;2013;43
PO0171740R0001;1594030;5055738;594002;5055717;2013;101
PO0171740R0001;1594030;5055738;594002;5055717;2013;11
PO0171880UC033;1584271;5042150;584243;5042130;2013;203
PO0171960U0035;1582350;5019890;582322;5019870;2013;204
PO0171960U0035;1582350;5019890;582322;5019870;2013;826
PO0172000UC574;1572855;5023074;572827;5023054;2013;564
PO0172000UC574;1572855;5023074;572827;5023054;2013;646
PO018003NR0005;1477825;5014790;477798;5014771;2013;847
PO018003NR0005;1477825;5014790;477798;5014771;2013;422
PO0180130U0005;1523791;5000857;523764;5000838;2013;1155
PO0180130U0005;1523791;5000857;523764;5000838;2013;1152
PO0180140U0001;1502467;5011823;502440;5011804;2013;252
PO0180140U0003;1502537;5011354;502510;5011335;2013;137
